nom,code,type,gid,adresse,lon,lat
Théâtre national de Bordeaux en Aquitaine (TnBA),D,D4,2741,3 place Pierre Renaudel,-0.5611435,44.8317098
Théâtre L'Inox,D,D4,2742,11 rue Fernand Philippart,-0.5714505,44.841037
Musée Goupil,D,D3,2748,20 cours Pasteur,-0.5748255,44.8358627
Musée des Beaux-Arts,D,D3,2752,20 cours d'Albret,-0.5807486,44.8382096
Halle des Chartrons - Espace culturel,D,D3,2757,Place du Marché des Chartrons,-0.5725215,44.8523458
Base sous-marine,D,D3,2761,282 boulevard Alfred Daney,-0.5586908,44.8702198
Cinéma Utopia,D,D2,2762,5 rue Saint-Simeon,-0.5724445,44.8392381
Bibliothèque Capucins / Saint-Michel,D,D1,2770,10 place des Capucins,-0.5669338,44.8308637
Bibliothèque Universitaire Pluridisciplinaire,D,D1,2772,125 cours d'Alsace et de Lorraine,-0.5758313,44.8376635
Bibliothèque de Bordeaux Lac,D,D1,2778,Rue Joseph Lepine,-0.572847,44.873571
Auditorium de Bordeaux,D,D4,6641,9 cours Georges Clémenceau,-0.5805011,44.8422749
Institut culturel Bernard Magrez,D,D3,6683,16 rue de Tivoli,-0.5894634,44.8537288
Porte de la Monnaie,D,D6,8874,,-0.561838,44.8331233
Porte de Bourgogne,D,D6,8916,,-0.5662595,44.8363186
Bourse du travail,D,D6,2680,44 cours Aristide Briand,-0.5775347,44.8322309
Musée des Compagnons du Tour de France,D,D3,410,112 bis rue Malbec,-0.56453,44.8239224
Centre de ressources Montaigne,D,D1,11465,2 rue Jacques Ellul,-0.5622056,44.8303782
Square de la Croix du Sud,H,H1,7261,31 rue Jean Mermoz,-0.5739414,44.8177311
Square des Tilleuls,H,H1,10320,,-0.5923401,44.8262713
Square Valmy,H,H1,10321,,-0.5949403,44.822852
Square Saint John Perse,H,H1,10324,,-0.5818988,44.8370419
Jardin de la Porcelaine,H,H2,10354,,-0.5514873,44.8219373
Place de la Bourse,H,H4,10414,,-0.5701284,44.8414887
Jardin des Remparts,H,H2,12516,,-0.5653238,44.8308761
Parc Cérey,H,H3,12536,,-0.6034101,44.8502992
Square Raymond Poincaré,H,H1,12558,,-0.620827,44.8442562
Jardin du clown Chocolat,H,H2,12736,,-0.5724721,44.8780055
Jardins familiaux des Aubiers,H,H2,13596,,-0.5750102,44.8717506
Place Calixte Camelle,H,H4,13917,,-0.55005,44.8430674
Place Pierre Jacques Dormoy,H,H4,13921,,-0.564518,44.8267077
Promenade Martin Luther King,H,H4,13938,,-0.5647,44.8366791
Place Philippe Lebon,H,H4,13940,,-0.5483027,44.8768838
Place Victor Raulin,H,H4,13961,,-0.5493958,44.8642817
Réserve écologique des Barails,H,H3,16661,,-0.5614887,44.9047043
Parking Palais des sports - Victor Hugo (Metpark),J,J10,2317,,-0.5724939,44.8354964
Parking souterrain Tourny,J,J10,2323,,-0.5769706,44.8447668
Parking souterrain Gambetta (Metpark),J,J10,2329,,-0.5830129,44.8400649
Parking souterrain Jean Jaurès,J,J10,3300,,-0.5707807,44.8427527
Parking souterrain Salinières,J,J10,3302,,-0.5648937,44.8356566
Parking Base sous-marine,J,J8,2332,Impasse Brown de Colstoun,-0.5604799,44.8705496
Parking Stade Stéhélin,J,J8,2334,,-0.6215994,44.8537927
Parking du Parc des Expositions,J,J8,2342,,-0.5723602,44.8966361
TBM Dépôt Allée des pins,J,J6,2345,31 allée des Pins,-0.604201,44.8349386
Ateliers du tramway - Centre de maintenance et d'exploitation Bastide,J,J6,2346,98 rue Bouthier,-0.5560713,44.8507855
B. Gambetta,J,J7,3235,,-0.5783972,44.8407323
B. Bergonié,J,J7,3240,,-0.5782269,44.8250431
B. Barrière Saint-Genès,J,J7,3241,,-0.5825441,44.821594
Presbytère Sainte-Geneviève,L,L2,2198,25 impasse Elvina Sivan,-0.574705,44.8188487
Presbytère du Sacré-Coeur - Service jeunes,L,L2,2200,21 rue Buchou,-0.5650721,44.8222499
Presbytère Saint-Nicolas,L,L2,2204,43 rue Saint Nicolas,-0.5738575,44.8263498
Centre Saint-Louis Beaulieu,L,L2,2205,145 rue de Saint Genès,-0.5816531,44.8260009
Mosquée Nur El-Muhamadi,L,L1,2208,34 rue des Menuts,-0.5676704,44.8343858
Spiritains de propagation de la foi,L,L2,2209,83 rue Leyteire,-0.5699153,44.8321404
Temple du Hâ,L,L1,2211,,-0.5770631,44.8360213
Presbytère Saint-André,L,L2,2220,66 rue des Trois Conils,-0.5782009,44.8384619
Presbytère Saint-Seurin,L,L2,2221,38 rue Rodrigues Pereire,-0.5846623,44.8446138
Eglise Sainte-Geneviève,L,L1,2235,,-0.5758205,44.8185786
Synagogue,L,L1,2243,213 rue Sainte-Catherine,-0.5738342,44.8336383
Eglise Saint-Augustin,L,L1,2249,,-0.6107276,44.8326544
Basilique Saint-Seurin (classée),L,L1,2260,,-0.5854994,44.8432693
Chapelle Notre-Dame de Salut,L,L1,2263,,-0.6023833,44.8444783
Chapelle de Cardoze,L,L1,2264,33 rue Espiot,-0.6031156,44.8374091
Eglise Saint-Ferdinand,L,L1,2271,,-0.5871281,44.8503175
Eglise évangélique Baptiste de France,L,L1,2276,,-0.6201137,44.8579638
Eglise Saint-Martial,L,L1,2278,,-0.5652098,44.8583797
A. Palais de Justice,J,J7,3267,,-0.5815366,44.8362667
A. Sainte-Catherine,J,J7,3269,,-0.5733415,44.8376231
A. Place du Palais,J,J7,3270,,-0.5692809,44.8379199
A. Porte de Bourgogne,J,J7,3271,,-0.5662554,44.8371951
A. Jardin Botanique,J,J7,3273,,-0.5553757,44.8429984
A. Thiers Benauge,J,J7,3274,,-0.5508099,44.8458057
Parking Bergonié (Metpark),J,J10,3305,213 cours de l'Argonne,-0.5796898,44.8240481
Parking Voies sur berges (rive droite),J,J8,3311,,-0.5610143,44.8402742
Parking Abattoirs,J,J8,3340,,-0.5458865,44.8252347
B. Cours du Médoc,J,J7,3367,,-0.5629906,44.8560157
C. Place Paul Doumer,J,J7,3370,,-0.57413,44.8520659
C. Emile Counord,J,J7,3372,,-0.5749044,44.8586788
C. Place Ravezies - Le Bouscat,J,J7,3374,,-0.5758136,44.8670423
C. Les Aubiers,J,J7,3375,,-0.5742696,44.8740005
Parking Palais des Congrès,J,J8,3505,,-0.5645375,44.8884695
Parking Rue Lhote (Metpark),J,J10,3512,,-0.578979,44.8451969
"Parking évènementiel, forains",J,J11,4497,,-0.5407211,44.8549804
Parking Rue Henri Expert,J,J8,5293,,-0.586564,44.8590272
Parking Rue René Coty,J,J8,5295,,-0.5850996,44.8572014
Parking Place de l'Europe,J,J8,5296,,-0.5801883,44.8598837
Parking Rue Louis Geandreau,J,J8,5297,,-0.5826979,44.8592268
Parking Cours de Luze,J,J8,5300,,-0.5810453,44.8582967
Parking Rue des Frères Portmann,J,J8,5307,,-0.5764733,44.8609331
Parking Grand Parc (Metpark),J,J10,5310,24 rue François Leveque,-0.5785887,44.86306
Parking souterrain Saint-Christoly,J,J10,5644,,-0.5773509,44.8394024
Parking,J,J8,5986,,-0.6019813,44.8193446
C. Berges du Lac,J,J7,7926,,-0.5707705,44.8790699
B. New York,J,J7,7945,,-0.5473171,44.8710178
C. Palais des Congrès,J,J7,10075,,-0.5671565,44.8892984
Parking,J,J8,10274,,-0.5751491,44.8561095
Parking,J,J8,10759,,-0.5560421,44.8455175
Parking,J,J8,11321,,-0.5621219,44.8449969
Embarcadère La Fayette,J,J12,13807,,-0.5659504,44.8532465
Ponton des Chartrons,J,J12,13809,,-0.5628535,44.8552636
TBM Dépôt Bastide,J,J6,14416,,-0.5557652,44.8492531
C. Cracovie,J,J7,14438,,-0.5762487,44.8709398
Parking souterrain 120 rue de Bègles (Metpark),J,J10,14562,120 rue de Bègles,-0.5661497,44.824709
Parking évènementiel Stade Matmut,J,J11,15105,,-0.5513302,44.8983467
Ponton Quinconces Jean Jaurès,J,J12,16664,,-0.5691523,44.8432881
Ponton des croisières Burdigala,J,J12,16666,,-0.5628549,44.8410199
Parking Jardin de l'Ars,J,J10,16701,22 rue des Maraichers,-0.5465937,44.8220326
Parking Descas,J,J8,16981,,-0.555357,44.8298254
Régaz-Bordeaux,K,K5,2294,211 avenue de Labarde,-0.5481158,44.8840534
ENEDIS - Base technico-commerciale,K,K4,2302,,-0.5584162,44.8886898
ENEDIS,K,K4,2314,130 rue Lecocq,-0.5895411,44.832826
Centre de recyclage Bastide,M,M5,4764,,-0.5515783,44.8338767
BxMétro - Centre Espaces Verts Duffau (063),M,M6,13540,23 rue Lucien Duffau,-0.5781073,44.8566088
BxMétro - Centre Espaces Verts Carle Vernet (063),M,M6,15262,,-0.5501388,44.8169283
BxMétro - Centre Espaces Verts Sainte-Croix (063),M,M6,15263,,-0.5585242,44.8321801
Maison du projet de Bordeaux-Euratlantique,E,E6,15921,74 rue Carle Vernet,-0.5498912,44.8199323
Les Halles de Bacalan,O,O4,16461,10 esplanade de Pontac,-0.551384,44.8630746
Maison du Département,B,B10,17341,,-0.5757286,44.8621542
Cimetière israélite,F,F3,2206,105 cours de la Marne,-0.5665634,44.8290955
France Télévisions - France 3 Aquitaine,F,F6,2411,136 rue Ernest Renan,-0.5919765,44.851345
Bureau de poste Les Salinières,F,F4,2431,18 cours Victor Hugo,-0.5671173,44.8357342
Bureau de poste Saint-Augustin,F,F4,2435,10 place de l'Eglise Saint Augustin,-0.6111728,44.8322721
Agence postale Bel Air,F,F4,2444,10 avenue Bel Air,-0.6077971,44.8408952
Cimetière israélite des Avignonnais,F,F3,2455,47 rue Sauteyron,-0.5741218,44.8302149
Centre Information Jeunsesse Aquitaine (CIJA),F,F1,2466,125 cours d'Alsace et Lorraine,-0.5758788,44.8376515
Salle Amédée Larrieu,O,O5,2519,Place Amédée Larrieu,-0.5815738,44.8304394
Dépôt municipal,O,O2,2520,83 quai de Paludate,-0.5503497,44.8264507
BxMétro - Magasin mutualisé Schinazi,M,M6,15341,31 avenue du Docteur Schinazi,-0.5427502,44.883104
Dépôt CAPC,O,O2,2523,3 rue Leydet,-0.5734345,44.8223891
Police municipale,O,O2,2526,4 rue Cabirol,-0.5780299,44.8363998
Bureau de poste Tourny,F,F4,8353,29 allée de Tourny,-0.5765067,44.8448857
Bureau de poste Croix Blanche,F,F4,8356,74 rue de la Croix Blanche,-0.5917586,44.8449446
Agence postale Caudéran Soubiras,F,F4,8373,336 avenue du Maréchal de Lattre de Tassigny,-0.6239092,44.8581415
Bureau de poste Barrière Judaique,F,F4,8414,14 avenue de la République,-0.6001709,44.8400226
Bureau de poste Barrière de Pessac,F,F4,8413,224 rue de Pessac,-0.5885055,44.8255362
Maison de l'Europe Bordeaux-Aquitaine (MEBA),F,F1,2820,1 place Jean Jaurès,-0.5711849,44.8427451
Salle Quintin Loucheur,O,O5,2847,127 rue Quintin,-0.5995766,44.8236219
Agence postale Ginko,F,F4,13143,,-0.5713517,44.8797192
Médiateur municipal,O,O2,13599,14 cours Maréchal Juin,-0.5817378,44.8358904
Centre de tri Bordeaux Armagnac,F,F4,14601,,-0.5513589,44.8204128
Lieu des Associations et des Bénévoles Bordelais (LABB),O,O2,15250,14 rue Poquelin Molière,-0.5769528,44.8398672
Lieu des Associations et des Bénévoles Bordelais (LABB) - Antenne de Caudéran,O,O2,15254,130 avenue Louis Barthou,-0.6156927,44.8521832
Caserne Cursol,G,G4,3133,9 rue de Cursol,-0.5766794,44.8354288
Centre d'action éducative Port de la Lune,G,G3,3141,75 rue Maurice,-0.5645865,44.8595442
Service Départemental d'Incendie et de Secours (SDIS 33) - Direction,G,G2,3142,22 boulevard Pierre 1er,-0.5921386,44.8547348
Centre d'Incendie et de Secours Ornano (CIS) - Caserne centrale,G,G2,3143,56 cours Maréchal Juin,-0.5845939,44.8352743
Service Départemental d'Incendie et de Secours (SDIS 33) - Services techniques,G,G2,3145,14 rue René Magne,-0.5426963,44.888409
Hôtel régional de police,G,G1,3154,147 rue du Général Larminat,-0.5893974,44.8344761
Gendarmerie Judaïque,G,G1,3160,200 rue Judaïque,-0.5937183,44.8403536
Centre d'information et de recrutement de la gendarmerie,G,G1,4771,18 place Pey Berlan,-0.5760286,44.8378364
Commissariat de police,G,G1,4876,7 allée Serr,-0.5610131,44.8412445
Place Saint-Pierre,H,H4,2361,,-0.5706024,44.8399258
Jardin de la Béchade,H,H2,2364,,-0.5987986,44.8263008
Jardin botanique,H,H2,2365,,-0.5612666,44.845422
Parc Pinçon,H,H3,2378,,-0.5452225,44.8444992
Jardin de la mairie et fontaine Wallace,H,H2,2379,20 cours d'Albret,-0.5806706,44.8378621
Jardin botanique du Jardin public,H,H2,2380,,-0.5800512,44.8496452
Parc de Bacalan,H,H3,2385,,-0.5442174,44.8738233
Berges du Lac,H,H2,2389,,-0.571291,44.8866232
Square du Pont du Guit,H,H1,2390,,-0.5548965,44.8229009
Square Emile Combes Jean Gautier,H,H1,2391,,-0.6079831,44.8366861
Square des Commandos de France,H,H1,2398,,-0.5825633,44.8401096
Place Galiène,H,H4,2401,,-0.5818368,44.8470389
Square Louis Barthou et monument aux morts,H,H1,2402,,-0.606774,44.8507959
Jardin des Dames de la Foi,H,H2,3878,171 rue de Saint Genès,-0.5823122,44.8251759
Mission locale Technowest - Antenne du Bouscat,E,E11,9456,,-0.5990304,44.8658401
BxMétro - Centre Propreté Service Territorial 7,M,M6,1011,47 rue Bonnaous,-0.6006821,44.8683584
Agence postale,F,F4,13144,,-0.5801815,44.8666645
Maison de la vie écocitoyenne La Source,O,O2,14521,14 rue Formige,-0.6006635,44.8647802
Salle du Carré,O,O5,16127,77 rue du Président Kennedy,-0.6091652,44.8668389
Parking Hippodrome,J,J8,996,,-0.6280251,44.8736504
Parking Jean Dennery,J,J8,1027,,-0.5972315,44.8666258
Parking Barrière du Médoc - Laharpe (Metpark),J,J10,14561,,-0.5961521,44.8540524
Presbytère Sainte-Clotilde - La Maison de l'Autre,L,L2,993,19 rue Formigé,-0.6020341,44.8651341
Ecole Maternelle Pablo Picasso,A,A1,610,12 avenue de Verdun,-0.6144462,44.882493
Ecole Elémentaire Arc-en-Ciel,A,A2,5049,47 rue Jean Claudeville,-0.586147,44.8744015
Crèche multi-accueil Le Petit Poucet,P,P1,1912,54 rue Louis Fleuranceau,-0.6033901,44.8853156
EHPAD Bon Pasteur Sainte-Germaine,N,N1,1918,3 rue de la Colonne,-0.6146973,44.8737304
Crèche multi-accueil Les Lutins,P,P1,4697,3 rue Aristide de Sousa Mendès,-0.5857944,44.8790331
Crèche multi-accueil Arc-en-Ciel,P,P1,4699,55 rue Jean Claudeville,-0.5860612,44.873493
Crèche multi-accueil Les Petits Chaperons Rouges,P,P1,6950,,-0.5786119,44.8778313
Centre de Soins de Suite et de Réadaptation Hauterive (CSSR),B,B1,2145,,-0.5273779,44.8478067
Centre Médico-Psychologique (CMP),B,B2,2149,,-0.5066995,44.8506549
Halte-garderie Françoise Dolto,P,P2,2152,11 rue Paul Valéry,-0.5069848,44.848428
RPA Paul Ramadier,N,N2,2191,,-0.5193185,44.8551403
Foyer Restaurant Jean Toussaint,N,N4,2262,,-0.511108,44.8517436
Espoir 33,B,B3,14196,,-0.5398673,44.8432966
Centre Occupationnel de Jour Le Gabarre (COJ),B,B8,14197,,-0.5398703,44.842675
Les restaurants du coeur,B,B3,14302,,-0.5316711,44.8518888
Boulodrome couvert,C,C1,2201,,-0.5177702,44.8515139
Gymnase Marègue,C,C2,2212,,-0.5059086,44.8515638
Tennis Complexe Francis Lafuente,C,C14,2214,,-0.526133,44.8591722
Plaine des sports Le Loret,C,C4,2217,1 rue des Catalpas,-0.51189,44.8583027
Maison des associations,O,O6,2275,8 rue du XI novembre 1918,-0.5140337,44.851944
Complexe sportif de La Morlette,C,C4,11951,,-0.5162374,44.8580043
Salle de danse Annie Cazou,C,C2,16054,,-0.5166072,44.8579261
Boulodrome,C,C1,16063,,-0.5219513,44.8586039
Service de santé au travail (AHI33) - Centre de Bruges,B,B2,10080,,-0.5773963,44.8754813
Club Aviron Emulation Nautique,C,C9,5979,,-0.5877077,44.8900214
Terrain de rugby,C,C15,16030,31 rue de la Tour de Gassies,-0.6202484,44.8825821
City stade,C,C11,16031,,-0.6204374,44.8838724
Salle omnisports,C,C2,16033,24 rue de Daugère,-0.5909744,44.8870927
Terrain de rugby,C,C15,16035,24 rue de Daugère,-0.5889689,44.887288
Salle omnisports,C,C2,16037,45 rue Jean Claudeville,-0.5852981,44.874345
Château des Borges,D,D6,1940,,-0.6120266,44.881633
Caisse Assurance Retraite et Santé au Travail (CARSAT),E,E10,1938,,-0.6263277,44.8829851
Direction Départementale de la Protection des Populations (DDPP),E,E4,5028,,-0.5802617,44.8771575
Marché du Tasta,O,O4,15290,,-0.5849372,44.878894
BxMétro - Centre Voies Grands Trafic,M,M6,17366,,-0.5499494,44.8840977
Bureau de l'emploi,O,O2,1941,12 avenue Martyrs de la Résistance,-0.6123907,44.8807886
Bureau d'Information Jeunesse (BIJ),F,F1,9543,68 avenue de Verdun,-0.6202208,44.8846118
Maison municipale du Tasta,O,O3,14217,65 rue André Messager,-0.5863025,44.8787317
Place de la Mairie,H,H4,1954,,-0.6133502,44.8818403
Parking Réserve Naturelle,J,J8,3816,,-0.6169193,44.9002061
Parc-Relais Gare de Bruges,J,J5,10915,,-0.6109345,44.8885631
C. Gare de Bruges,J,J7,14441,,-0.6097809,44.8875802
Parking,J,J8,14456,,-0.5905704,44.8723622
Chapelle Sainte-Germaine,L,L1,1965,,-0.6145664,44.8743685
Ecole Maternelle Louis Pasteur,A,A1,690,Rue Jean Rostand,-0.5119968,44.8931144
Crèche multi-accueil Ribambelle,P,P1,845,24 rue du 11 Novembre 1918,-0.5011601,44.8962973
EHPAD Résidence Abélia,N,N1,1843,18 rue Jean Raymond Guyon,-0.5022543,44.8963144
Complexe sportif Philippe Madrelle - Plaine Gaston Lacoste,C,C4,835,26 rue Pasteur,-0.5106972,44.8914961
City stade,C,C11,16042,Avenue Antoine de Saint-Exupéry,-0.5039087,44.8969757
Gymnase,C,C2,16044,,-0.5010452,44.9117564
Parcours de santé,C,C1,16046,,-0.5025683,44.9135139
Tennis,C,C14,16049,26 rue Pasteur,-0.5098306,44.8917075
Dojo,C,C2,16050,26 rue Pasteur,-0.5095751,44.8922955
Terrain de football,C,C15,16051,26 rue Pasteur,-0.5108973,44.8917524
Moulin à vent,D,D6,7117,27 rue Pasteur,-0.5124484,44.8917739
Relais Assistantes Maternelles (RAM),P,P5,11360,27 rue Pasteur,-0.5117572,44.8924418
Bureau de poste,F,F4,833,,-0.5024449,44.8956185
Centre de distribution,F,F4,1847,,-0.4929124,44.9142398
Plateforme de préparation et de distribution,F,F4,1849,,-0.4932084,44.9130007
Salle foyer municipal,O,O5,842,Place Gustave Viallole,-0.5033959,44.8923103
Salle Jacques Brel,O,O5,843,Avenue André Vignau Anglade,-0.5083001,44.8952087
Gendarmerie,G,G1,830,,-0.5058056,44.8958748
Parking,J,J8,4415,,-0.5022885,44.9102281
Eglise de Carbon-Blanc,L,L1,846,,-0.5010574,44.8950987
Ecole Maternelle Anatole France,A,A1,464,6 rue du 11 novembre 1918,-0.514153,44.8515047
Ecole Maternelle Camille Maumey,A,A1,467,1 rue René Versproumy,-0.5326237,44.854981
Ecole Maternelle Jules Guesde,A,A1,470,4 bis rue Jules Guesde,-0.5371846,44.8554388
Etablissement de Soins et d'Education Spécialisée René Cassagne (ESES),B,B3,472,2 rue Alfred de Vigny,-0.5208625,44.8596018
RPA Résidence Gambetta,N,N2,7570,26 cours Gambetta,-0.5391972,44.843164
Maison d'assistantes maternelles (MAM) Il était une fois,P,P4,18367,11 rue Colbert,-0.5888236,44.8467391
Maison d'assistantes maternelles (MAM) Les bulles trotteurs,P,P4,18368,30 rue du Petit Goave,-0.5872248,44.8401487
Eglise Saint-Rémi,L,L1,2284,117 rue Achard,-0.5480191,44.8698819
Congrégation des soeurs de la charité de Nevers,L,L2,9693,,-0.5739444,44.8235284
Aumonerie du Lycée François Mauriac,L,L2,2814,7 rue Lafon,-0.5581315,44.8406763
Fédération Musulmane de la Gironde (FMG),L,L2,3034,6 rue Gerbier,-0.5642767,44.8296932
Centre évangélique Le Rocher,L,L1,13059,180 rue Bourbon,-0.5620895,44.8654854
Ecole Elémentaire André Peynaud,A,A2,696,31 avenue du Domaine de Vialle,-0.5039113,44.8183524
Ecole Maternelle André Peynaud,A,A1,697,31 avenue du Domaine de Vialle,-0.5040851,44.8179387
Salle Serge Breuil,C,C2,2001,1 rue du Stade,-0.5013198,44.813285
Gymnase Rambaud,C,C2,14779,,-0.5037239,44.8136925
Skate parc,C,C1,16023,1 rue du Stade,-0.5013085,44.8121197
Hôtel de ville,O,O1,71,20 place Camille Hostein,-0.5036634,44.8139123
Bureau de poste,F,F4,2051,8 place Camille Hostein,-0.5034829,44.8143655
Parking Stade de Bouliac,J,J8,2095,,-0.5029613,44.8126759
Section d'Enseignement Général et Professionnel Adapté Collège Ausone (SEGPA),A,A11,7585,69 avenue Ausone,-0.5953481,44.8705238
Collège Jean Moulin,A,A3,72,,-0.6055977,44.863523
Collège Ausone,A,A3,73,69 avenue Ausone,-0.5953822,44.8709749
Ecole Elémentaire Centre 2,A,A2,618,,-0.5978423,44.8668509
Ecole Elémentaire Centre 1,A,A2,619,24 rue Coudol,-0.5985632,44.8663062
Ecole Elémentaire Jean Jaurès,A,A2,621,Rue Edouard Branly,-0.5843419,44.866863
Ecole Elémentaire Saint-Georges,A,A2,624,23 boulevard Pierre 1er,-0.5927977,44.8552005
Ecole municipale de musique,A,A14,4671,,-0.6110922,44.8657738
Ecole Maternelle Institution Sainte-Anne,A,A1,11020,318 avenue de la Libération Charles de Gaulle,-0.6072894,44.8659138
Collège Institution Sainte-Anne,A,A3,11021,318 avenue de la Libération Charles de Gaulle,-0.6067904,44.8659243
Ecole Maternelle Jeanne d'Arc,A,A1,11022,43 rue Francis de Pressense,-0.6044085,44.8592461
Collège Saint-Fort,A,A3,14257,135 avenue Président Robert Schuman,-0.596111,44.85976
Hôpital suburbain du Bouscat,B,B1,990,97 avenue Georges Clemenceau,-0.6186669,44.8677707
Crèche multi-accueil La Providence,P,P1,1029,23 rue Rigal,-0.5785168,44.8686924
EHPAD Le Clos d'Aliénor,N,N1,5284,27 rue Lamartine,-0.6064651,44.8644696
RPA Résidence La Bérengère,N,N2,5311,,-0.612377,44.8643595
Croix Rouge - Délégation régionale,B,B3,8932,,-0.5903666,44.8587723
Croix Rouge - Unité locale du Bouscat-Bruges,B,B3,8934,,-0.6099237,44.8690937
Centre médico-scolaire,B,B2,10098,Rue Edouard Branly,-0.5847227,44.8671081
Complexe sportif Bernard de la Filolie,C,C4,3752,124 rue Raymond Lavigne,-0.6135733,44.8648867
